timestamp,cpu_utilization,memory_utilization,disk_usage,network_usage,cluster,usage_type,cost,recommendation,optimized_cost
2024-01-17 14:00:00,71,89,40,22,1,HIGH,7.24,Scale up resources,7.964000000000001
2024-01-17 15:00:00,29,59,69,40,0,LOW,5.000000000000001,Reduce resources,3.5000000000000004
2024-01-17 16:00:00,38,64,66,72,2,OPTIMAL,5.86,Keep as is,5.86
2024-01-17 17:00:00,77,50,68,65,2,OPTIMAL,7.36,Keep as is,7.36
2024-01-17 18:00:00,20,66,26,51,0,LOW,4.01,Reduce resources,2.8069999999999995
2024-01-17 19:00:00,88,34,79,70,2,OPTIMAL,7.7,Keep as is,7.7
2024-01-17 20:00:00,23,48,59,51,0,LOW,4.279999999999999,Reduce resources,2.9959999999999996
2024-01-17 21:00:00,35,88,66,65,0,LOW,6.36,Reduce resources,4.452
2024-01-17 22:00:00,43,43,58,45,0,LOW,5.05,Reduce resources,3.5349999999999997
2024-01-17 23:00:00,21,55,54,16,0,LOW,3.9400000000000004,Reduce resources,2.758
2024-01-18 00:00:00,51,33,83,63,2,OPTIMAL,5.83,Keep as is,5.83
2024-01-18 01:00:00,43,54,79,10,0,LOW,5.449999999999999,Reduce resources,3.814999999999999
2024-01-18 02:00:00,31,74,37,53,0,LOW,5.04,Reduce resources,3.5279999999999996
2024-01-18 03:00:00,69,71,37,54,2,OPTIMAL,6.86,Keep as is,6.86
2024-01-18 04:00:00,54,54,42,56,2,OPTIMAL,5.720000000000001,Keep as is,5.720000000000001
2024-01-18 05:00:00,52,47,56,22,1,HIGH,5.35,Scale up resources,5.885
2024-01-18 06:00:00,52,69,56,31,0,LOW,6.1,Reduce resources,4.27
2024-01-18 07:00:00,80,37,59,30,1,HIGH,6.589999999999999,Scale up resources,7.249
2024-01-18 08:00:00,70,68,83,18,1,HIGH,7.38,Scale up resources,8.118
2024-01-18 09:00:00,62,69,63,35,1,HIGH,6.779999999999999,Scale up resources,7.458
2024-01-18 10:00:00,31,43,70,18,0,LOW,4.42,Reduce resources,3.094
2024-01-18 11:00:00,86,61,76,24,1,HIGH,7.890000000000001,Scale up resources,8.679000000000002
2024-01-18 12:00:00,84,80,53,19,1,HIGH,7.8500000000000005,Scale up resources,8.635000000000002
2024-01-18 13:00:00,52,67,73,51,2,OPTIMAL,6.579999999999999,Keep as is,6.579999999999999
2024-01-18 14:00:00,59,62,53,33,1,HIGH,6.200000000000001,Scale up resources,6.820000000000002
2024-01-18 15:00:00,93,52,77,58,2,OPTIMAL,8.33,Keep as is,8.33
2024-01-18 16:00:00,62,44,68,35,1,HIGH,6.13,Scale up resources,6.743
2024-01-18 17:00:00,63,62,81,46,2,OPTIMAL,7.09,Keep as is,7.09
2024-01-18 18:00:00,48,54,40,59,0,LOW,5.41,Reduce resources,3.787
2024-01-18 19:00:00,32,46,80,33,0,LOW,4.91,Reduce resources,3.437
2024-01-18 20:00:00,31,62,68,28,0,LOW,5.050000000000001,Reduce resources,3.535
2024-01-18 21:00:00,65,76,71,69,2,OPTIMAL,7.64,Keep as is,7.64
2024-01-18 22:00:00,21,84,81,48,0,LOW,5.67,Reduce resources,3.969
2024-01-18 23:00:00,54,31,34,27,1,HIGH,4.58,Scale up resources,5.038
2024-01-19 00:00:00,27,43,54,28,0,LOW,4.0,Reduce resources,2.8
2024-01-19 01:00:00,45,82,49,45,0,LOW,6.14,Reduce resources,4.297999999999999
2024-01-19 02:00:00,93,69,63,64,2,OPTIMAL,8.620000000000001,Keep as is,8.620000000000001
2024-01-19 03:00:00,53,69,44,56,2,OPTIMAL,6.16,Keep as is,6.16
2024-01-19 04:00:00,26,80,29,58,0,LOW,4.86,Reduce resources,3.402
2024-01-19 05:00:00,87,68,25,42,1,HIGH,7.3100000000000005,Scale up resources,8.041
2024-01-19 06:00:00,77,80,54,30,1,HIGH,7.63,Scale up resources,8.393
2024-01-19 07:00:00,94,35,73,31,1,HIGH,7.52,Scale up resources,8.272
2024-01-19 08:00:00,48,35,27,57,0,LOW,4.5600000000000005,Reduce resources,3.192
2024-01-19 09:00:00,55,32,69,46,0,LOW,5.55,Reduce resources,3.885
2024-01-19 10:00:00,40,36,38,24,0,LOW,4.08,Reduce resources,2.856
2024-01-19 11:00:00,55,80,80,44,2,OPTIMAL,7.19,Keep as is,7.19
2024-01-19 12:00:00,29,37,54,41,0,LOW,4.05,Reduce resources,2.8349999999999995
2024-01-19 13:00:00,92,71,74,20,1,HIGH,8.41,Scale up resources,9.251000000000001
2024-01-19 14:00:00,43,81,28,19,0,LOW,5.330000000000001,Reduce resources,3.7310000000000003
2024-01-19 15:00:00,83,44,42,66,2,OPTIMAL,6.970000000000001,Keep as is,6.970000000000001
2024-01-19 16:00:00,68,76,61,34,1,HIGH,7.239999999999999,Scale up resources,7.9639999999999995
2024-01-19 17:00:00,55,58,49,11,1,HIGH,5.580000000000001,Scale up resources,6.138000000000002
2024-01-19 18:00:00,43,62,72,73,2,OPTIMAL,6.18,Keep as is,6.18
2024-01-19 19:00:00,42,81,25,44,0,LOW,5.47,Reduce resources,3.8289999999999997
2024-01-19 20:00:00,81,59,77,16,1,HIGH,7.5200000000000005,Scale up resources,8.272000000000002
2024-01-19 21:00:00,56,68,70,27,1,HIGH,6.51,Scale up resources,7.1610000000000005
2024-01-19 22:00:00,31,56,39,51,0,LOW,4.52,Reduce resources,3.1639999999999997
2024-01-19 23:00:00,74,65,33,48,2,OPTIMAL,6.790000000000001,Keep as is,6.790000000000001
2024-01-20 00:00:00,32,58,39,50,0,LOW,4.62,Reduce resources,3.234
2024-01-20 01:00:00,42,67,73,33,0,LOW,5.8999999999999995,Reduce resources,4.129999999999999
2024-01-20 02:00:00,49,86,81,69,2,OPTIMAL,7.340000000000001,Keep as is,7.340000000000001
2024-01-20 03:00:00,36,62,48,55,0,LOW,5.17,Reduce resources,3.6189999999999998
2024-01-20 04:00:00,81,66,28,28,1,HIGH,6.87,Scale up resources,7.557
2024-01-20 05:00:00,32,56,36,51,0,LOW,4.51,Reduce resources,3.1569999999999996
2024-01-20 06:00:00,78,84,83,41,2,OPTIMAL,8.49,Keep as is,8.49
2024-01-20 07:00:00,38,62,82,48,0,LOW,5.880000000000001,Reduce resources,4.1160000000000005
2024-01-20 08:00:00,68,33,61,45,1,HIGH,6.0600000000000005,Scale up resources,6.666000000000001
2024-01-20 09:00:00,31,51,61,45,0,LOW,4.75,Reduce resources,3.3249999999999997
2024-01-20 10:00:00,80,31,67,12,1,HIGH,6.39,Scale up resources,7.029
2024-01-20 11:00:00,38,39,84,17,0,LOW,4.92,Reduce resources,3.444
2024-01-20 12:00:00,28,34,30,50,0,LOW,3.52,Reduce resources,2.464
2024-01-20 13:00:00,90,88,63,22,1,HIGH,8.620000000000001,Scale up resources,9.482000000000001
2024-01-20 14:00:00,47,39,80,58,0,LOW,5.7,Reduce resources,3.9899999999999998
2024-01-20 15:00:00,71,62,70,69,2,OPTIMAL,7.500000000000001,Keep as is,7.500000000000001
2024-01-20 16:00:00,35,83,48,11,0,LOW,5.3100000000000005,Reduce resources,3.717
2024-01-20 17:00:00,88,67,35,69,2,OPTIMAL,7.800000000000001,Keep as is,7.800000000000001
2024-01-20 18:00:00,31,42,37,14,0,LOW,3.69,Reduce resources,2.5829999999999997
2024-01-20 19:00:00,44,60,58,53,0,LOW,5.69,Reduce resources,3.983
2024-01-20 20:00:00,71,76,49,36,1,HIGH,7.170000000000001,Scale up resources,7.887000000000001
2024-01-20 21:00:00,72,65,31,41,1,HIGH,6.58,Scale up resources,7.238
2024-01-20 22:00:00,42,74,76,30,0,LOW,6.14,Reduce resources,4.297999999999999
2024-01-20 23:00:00,35,53,28,17,0,LOW,4.07,Reduce resources,2.849
2024-01-21 00:00:00,76,81,83,59,2,OPTIMAL,8.48,Keep as is,8.48
2024-01-21 01:00:00,58,85,32,53,2,OPTIMAL,6.62,Keep as is,6.62
2024-01-21 02:00:00,72,44,44,67,2,OPTIMAL,6.47,Keep as is,6.47
2024-01-21 03:00:00,61,58,53,12,1,HIGH,5.97,Scale up resources,6.567
2024-01-21 04:00:00,77,37,78,11,1,HIGH,6.63,Scale up resources,7.293
2024-01-21 05:00:00,58,34,77,53,2,OPTIMAL,5.990000000000001,Keep as is,5.990000000000001
2024-01-21 06:00:00,33,58,75,11,0,LOW,5.000000000000001,Reduce resources,3.5000000000000004
2024-01-21 07:00:00,24,76,69,44,0,LOW,5.300000000000001,Reduce resources,3.7100000000000004
2024-01-21 08:00:00,54,33,70,39,1,HIGH,5.48,Scale up resources,6.028000000000001
2024-01-21 09:00:00,94,41,34,17,1,HIGH,6.779999999999999,Scale up resources,7.458
2024-01-21 10:00:00,37,74,67,31,0,LOW,5.72,Reduce resources,4.004
2024-01-21 11:00:00,28,31,58,53,0,LOW,4.0200000000000005,Reduce resources,2.814
2024-01-21 12:00:00,93,56,81,67,2,OPTIMAL,8.620000000000001,Keep as is,8.620000000000001
2024-01-21 13:00:00,77,60,50,45,2,OPTIMAL,7.1000000000000005,Keep as is,7.1000000000000005
2024-01-21 14:00:00,36,80,65,40,0,LOW,5.9,Reduce resources,4.13
2024-01-21 15:00:00,26,80,73,56,0,LOW,5.720000000000001,Reduce resources,4.0040000000000004
2024-01-21 16:00:00,65,65,82,64,2,OPTIMAL,7.4799999999999995,Keep as is,7.4799999999999995
2024-01-21 17:00:00,32,65,27,71,0,LOW,4.8,Reduce resources,3.36
2024-01-21 18:00:00,59,55,80,39,1,HIGH,6.589999999999999,Scale up resources,7.249
2024-01-21 19:00:00,61,72,30,64,2,OPTIMAL,6.45,Keep as is,6.45
2024-01-21 20:00:00,28,56,29,25,0,LOW,3.91,Reduce resources,2.737
2024-01-21 21:00:00,69,34,29,21,1,HIGH,5.260000000000001,Scale up resources,5.786000000000001
2024-01-21 22:00:00,46,49,78,26,0,LOW,5.59,Reduce resources,3.913
2024-01-21 23:00:00,85,40,71,25,1,HIGH,7.12,Scale up resources,7.832000000000001
2024-01-22 00:00:00,24,39,47,21,0,LOW,3.52,Reduce resources,2.464
2024-01-22 01:00:00,48,69,73,17,0,LOW,6.1000000000000005,Reduce resources,4.2700000000000005
2024-01-22 02:00:00,56,67,33,12,1,HIGH,5.590000000000001,Scale up resources,6.149000000000001
2024-01-22 03:00:00,57,35,59,25,1,HIGH,5.33,Scale up resources,5.863
2024-01-22 04:00:00,27,37,44,39,0,LOW,3.73,Reduce resources,2.6109999999999998
2024-01-22 05:00:00,84,52,82,32,1,HIGH,7.720000000000001,Scale up resources,8.492
2024-01-22 06:00:00,36,76,73,14,0,LOW,5.68,Reduce resources,3.9759999999999995
2024-01-22 07:00:00,90,55,83,74,2,OPTIMAL,8.55,Keep as is,8.55
2024-01-22 08:00:00,64,75,66,39,2,OPTIMAL,7.16,Keep as is,7.16
2024-01-22 09:00:00,23,72,59,30,0,LOW,4.79,Reduce resources,3.3529999999999998
2024-01-22 10:00:00,55,41,74,31,1,HIGH,5.77,Scale up resources,6.347
2024-01-22 11:00:00,89,55,42,41,1,HIGH,7.35,Scale up resources,8.085
2024-01-22 12:00:00,50,42,41,42,0,LOW,5.0,Reduce resources,3.5
2024-01-22 13:00:00,38,69,48,25,0,LOW,5.18,Reduce resources,3.6259999999999994
2024-01-22 14:00:00,80,47,27,47,1,HIGH,6.42,Scale up resources,7.062
2024-01-22 15:00:00,73,54,56,23,1,HIGH,6.620000000000001,Scale up resources,7.282000000000002
2024-01-22 16:00:00,58,62,59,45,2,OPTIMAL,6.39,Keep as is,6.39
2024-01-22 17:00:00,93,76,62,32,1,HIGH,8.49,Scale up resources,9.339
2024-01-22 18:00:00,38,69,37,11,0,LOW,4.82,Reduce resources,3.374
2024-01-22 19:00:00,58,89,80,74,2,OPTIMAL,7.91,Keep as is,7.91
2024-01-22 20:00:00,86,72,71,61,2,OPTIMAL,8.49,Keep as is,8.49
2024-01-22 21:00:00,64,41,49,71,2,OPTIMAL,6.12,Keep as is,6.12
2024-01-22 22:00:00,32,73,33,32,0,LOW,4.7700000000000005,Reduce resources,3.339
2024-01-22 23:00:00,77,65,28,35,1,HIGH,6.709999999999999,Scale up resources,7.380999999999999
2024-01-23 00:00:00,39,77,38,64,0,LOW,5.659999999999999,Reduce resources,3.9619999999999993
2024-01-23 01:00:00,91,33,61,15,1,HIGH,6.91,Scale up resources,7.601000000000001
2024-01-23 02:00:00,80,34,58,44,1,HIGH,6.62,Scale up resources,7.282000000000001
2024-01-23 03:00:00,58,85,35,31,1,HIGH,6.46,Scale up resources,7.106000000000001
2024-01-23 04:00:00,20,66,65,52,0,LOW,4.800000000000001,Reduce resources,3.3600000000000003
2024-01-23 05:00:00,22,37,80,24,0,LOW,4.05,Reduce resources,2.8349999999999995
2024-01-23 06:00:00,81,71,27,69,2,OPTIMAL,7.41,Keep as is,7.41
2024-01-23 07:00:00,82,78,83,21,1,HIGH,8.310000000000002,Scale up resources,9.141000000000004
2024-01-23 08:00:00,44,57,52,58,0,LOW,5.53,Reduce resources,3.871
2024-01-23 09:00:00,75,60,53,51,2,OPTIMAL,7.119999999999999,Keep as is,7.119999999999999
2024-01-23 10:00:00,52,87,33,47,2,OPTIMAL,6.34,Keep as is,6.34
2024-01-23 11:00:00,57,38,27,54,2,OPTIMAL,5.07,Keep as is,5.07
2024-01-23 12:00:00,25,83,49,44,0,LOW,5.16,Reduce resources,3.6119999999999997
2024-01-23 13:00:00,77,80,58,39,2,OPTIMAL,7.8,Keep as is,7.8
2024-01-23 14:00:00,63,58,36,39,1,HIGH,6.0,Scale up resources,6.6000000000000005
2024-01-23 15:00:00,64,43,66,15,1,HIGH,5.960000000000001,Scale up resources,6.556000000000002
2024-01-23 16:00:00,51,69,33,16,1,HIGH,5.44,Scale up resources,5.984000000000001
2024-01-23 17:00:00,64,70,39,61,2,OPTIMAL,6.690000000000001,Keep as is,6.690000000000001
2024-01-23 18:00:00,80,51,64,23,1,HIGH,7.040000000000001,Scale up resources,7.7440000000000015
2024-01-23 19:00:00,66,40,49,24,1,HIGH,5.720000000000001,Scale up resources,6.292000000000002
2024-01-23 20:00:00,40,52,29,30,0,LOW,4.4399999999999995,Reduce resources,3.1079999999999997
2024-01-23 21:00:00,94,30,35,44,1,HIGH,6.74,Scale up resources,7.414000000000001
2024-01-23 22:00:00,55,75,83,11,1,HIGH,6.7700000000000005,Scale up resources,7.447000000000001
2024-01-23 23:00:00,38,66,58,44,0,LOW,5.48,Reduce resources,3.836
2024-01-24 00:00:00,39,50,48,29,0,LOW,4.7,Reduce resources,3.29
2024-01-24 01:00:00,76,55,84,19,1,HIGH,7.32,Scale up resources,8.052000000000001
2024-01-24 02:00:00,37,75,39,34,0,LOW,5.22,Reduce resources,3.6539999999999995
2024-01-24 03:00:00,66,65,62,34,1,HIGH,6.83,Scale up resources,7.513000000000001
2024-01-24 04:00:00,68,83,32,63,2,OPTIMAL,7.16,Keep as is,7.16
2024-01-24 05:00:00,33,52,83,42,0,LOW,5.29,Reduce resources,3.703
2024-01-24 06:00:00,34,86,29,45,0,LOW,5.3100000000000005,Reduce resources,3.717
2024-01-24 07:00:00,50,30,72,23,1,HIGH,5.07,Scale up resources,5.577000000000001
2024-01-24 08:00:00,20,83,50,74,0,LOW,5.23,Reduce resources,3.661
2024-01-24 09:00:00,73,84,42,63,2,OPTIMAL,7.64,Keep as is,7.64
2024-01-24 10:00:00,22,80,30,61,0,LOW,4.71,Reduce resources,3.2969999999999997
2024-01-24 11:00:00,35,69,61,12,0,LOW,5.16,Reduce resources,3.6119999999999997
2024-01-24 12:00:00,76,44,84,50,2,OPTIMAL,7.3,Keep as is,7.3
2024-01-24 13:00:00,94,50,72,15,1,HIGH,7.790000000000001,Scale up resources,8.569
2024-01-24 14:00:00,31,76,37,34,0,LOW,4.91,Reduce resources,3.437
2024-01-24 15:00:00,93,38,52,22,1,HIGH,7.05,Scale up resources,7.755000000000001
2024-01-24 16:00:00,35,82,29,17,0,LOW,4.96,Reduce resources,3.472
2024-01-24 17:00:00,91,38,37,30,1,HIGH,6.7299999999999995,Scale up resources,7.4030000000000005
2024-01-24 18:00:00,43,39,41,34,0,LOW,4.4799999999999995,Reduce resources,3.1359999999999997
2024-01-24 19:00:00,47,81,74,54,2,OPTIMAL,6.8,Keep as is,6.8
2024-01-24 20:00:00,27,86,64,69,0,LOW,5.9,Reduce resources,4.13
2024-01-24 21:00:00,55,82,69,21,1,HIGH,6.8,Scale up resources,7.48
2024-01-24 22:00:00,27,55,56,41,0,LOW,4.53,Reduce resources,3.171
2024-01-24 23:00:00,77,70,53,22,1,HIGH,7.2299999999999995,Scale up resources,7.953
2024-01-25 00:00:00,79,64,75,40,1,HIGH,7.7700000000000005,Scale up resources,8.547
2024-01-25 01:00:00,69,81,82,29,1,HIGH,7.81,Scale up resources,8.591000000000001
2024-01-25 02:00:00,47,54,27,27,0,LOW,4.779999999999999,Reduce resources,3.345999999999999
2024-01-25 03:00:00,60,55,80,69,2,OPTIMAL,6.94,Keep as is,6.94
2024-01-25 04:00:00,83,40,64,72,2,OPTIMAL,7.3500000000000005,Keep as is,7.3500000000000005
2024-01-25 05:00:00,46,67,58,15,0,LOW,5.620000000000001,Reduce resources,3.9340000000000006
2024-01-25 06:00:00,82,31,64,41,1,HIGH,6.720000000000001,Scale up resources,7.392000000000001
2024-01-25 07:00:00,36,36,51,52,0,LOW,4.42,Reduce resources,3.094
2024-01-25 08:00:00,92,47,37,11,1,HIGH,6.860000000000001,Scale up resources,7.546000000000002
2024-01-25 09:00:00,52,56,69,69,2,OPTIMAL,6.3500000000000005,Keep as is,6.3500000000000005
2024-01-25 10:00:00,48,63,57,32,0,LOW,5.75,Reduce resources,4.0249999999999995
2024-01-25 11:00:00,32,56,30,40,0,LOW,4.28,Reduce resources,2.996
2024-01-25 12:00:00,65,46,48,14,1,HIGH,5.7299999999999995,Scale up resources,6.303
2024-01-25 13:00:00,54,72,43,43,2,OPTIMAL,6.15,Keep as is,6.15
2024-01-25 14:00:00,25,88,40,19,0,LOW,4.88,Reduce resources,3.416
2024-01-25 15:00:00,88,73,64,11,1,HIGH,7.98,Scale up resources,8.778
2024-01-25 16:00:00,66,88,52,20,1,HIGH,7.18,Scale up resources,7.898000000000001
2024-01-25 17:00:00,44,80,57,59,2,OPTIMAL,6.33,Keep as is,6.33
2024-01-25 18:00:00,85,83,83,40,2,OPTIMAL,8.8,Keep as is,8.8
2024-01-25 19:00:00,29,53,83,65,0,LOW,5.3500000000000005,Reduce resources,3.745
2024-01-25 20:00:00,75,54,72,18,1,HIGH,6.99,Scale up resources,7.689000000000001
2024-01-25 21:00:00,49,36,65,30,0,LOW,5.13,Reduce resources,3.5909999999999997
2024-01-25 22:00:00,24,81,37,37,0,LOW,4.74,Reduce resources,3.318
2024-01-25 23:00:00,52,35,67,71,2,OPTIMAL,5.7,Keep as is,5.7
